OrderID,OrderDate,CustomerName,CustomerType,Gender,Age,Region,State,City,Category,SubCategory,Quantity,UnitPrice,Discount,Sales,Profit,ServiceCharge_INR,DeliveryDays,PaymentMode,Rating
ORD86550,2024-03-02,Yash Kulkarni,Premium,Female,45,North,Uttar Pradesh,Noida,Villa,2BHK Villa,2,52239.95,0.0,104479.9,22308.01,223.54,0,Wallet,5.0
ORD71301,2023-06-05,Aman Chopra,Regular,Male,28,South,Karnataka,Mysuru,Banquet/Event,Small Meeting Room,1,59877.56,0.2,47902.05,12811.43,550.55,2,Wallet,1.0
ORD73507,2024-09-06,Saanvi Kapoor,Premium,Female,53,West,Maharashtra,Mumbai,Villa,2BHK Villa,1,40005.6,0.1,36005.04,10984.08,320.58,1,Wallet,2.0
ORD10912,2024-07-01,Vivaan Mehta,Regular,Male,63,West,Maharashtra,Pune,Standard Room,Non-AC,2,1541.92,0.05,2929.65,652.34,234.82,1,Credit Card,3.0
ORD72194,2024-10-02,Pooja Iyer,Regular,Female,56,East,West Bengal,Howrah,Suite,Honeymoon Suite,1,12359.66,0.15,10505.71,1470.76,1554.84,1,Debit Card,4.0
ORD90780,2023-10-09,Priya Khan,New,Female,49,South,Tamil Nadu,Coimbatore,Villa,Beach Villa,1,46523.25,0.2,37218.6,5605.79,1242.41,3,Wallet,5.0
ORD84967,2023-09-28,Vihaan Chopra,Regular,Female,64,South,Kerala,Kochi,Deluxe Room,Executive,3,6572.33,0.15,16759.44,4339.32,1015.53,3,UPI,5.0
ORD20792,2023-07-17,Varun Pillai,Regular,Male,65,West,Gujarat,Surat,Standard Room,Double,4,3296.3,0.2,10548.16,1904.14,1352.12,1,UPI,4.0
ORD94300,2024-04-17,Tanya Chopra,Regular,Female,32,North,Haryana,Gurugram,Deluxe Room,Pool View,2,3996.48,0.15,6794.02,2172.76,1880.5,1,Wallet,2.0
ORD56521,2024-01-29,Yash Mehta,Regular,Male,22,North,Uttar Pradesh,Lucknow,Standard Room,Twin Sharing,1,2269.64,0.1,2042.68,695.56,1300.59,2,Wallet,2.0
ORD62808,2024-01-06,Aman Reddy,Regular,Female,54,South,Tamil Nadu,Chennai,Villa,2BHK Villa,2,27884.75,0.1,50192.55,4635.8,779.46,1,UPI,5.0
ORD55876,2024-04-08,Unknown,Regular,Male,40,North,Punjab,Ludhiana,Deluxe Room,City View,2,4887.51,0.2,7820.02,2223.71,731.63,0,Wallet,5.0
ORD82010,2023-03-14,Kiara Rao,Premium,Male,42,South,Kerala,Kochi,Banquet/Event,Small Meeting Room,1,60951.19,0.05,57903.63,8122.67,1534.09,0,Credit Card,3.0
ORD49830,2024-08-28,Kabir Sharma,Regular,Female,24,East,West Bengal,Howrah,Banquet/Event,Rooftop Party,1,52648.21,0.2,42118.57,12955.35,299.22,0,Net Banking,4.0
ORD27917,2024-05-02,Priya Singh,Premium,Male,51,North,Punjab,Amritsar,Suite,Honeymoon Suite,1,14215.46,0.1,12793.91,2076.84,492.38,2,Debit Card,2.0
ORD83372,2024-11-11,Kiara Singh,Regular,Male,49,North,Uttar Pradesh,Noida,Banquet/Event,Poolside Event,1,98496.34,0.1,88646.71,19371.94,611.22,2,Net Banking,5.0
ORD78562,2023-11-17,Advait Chopra,New,Female,44,North,Delhi,New Delhi,Villa,Hillside Villa,2,59184.75,0.05,112451.02,22406.86,332.25,1,Credit Card,5.0
ORD17619,2023-03-09,Krishna Reddy,Regular,Female,31,South,Tamil Nadu,Coimbatore,Villa,1BHK Villa,2,40726.33,0.15,69234.76,7441.74,904.41,1,Credit Card,3.0
ORD75678,2023-12-13,Isha Khan,New,Male,42,South,Telangana,Hyderabad,Villa,Hillside Villa,2,52476.01,0.0,104952.02,30194.9,1862.01,2,Wallet,3.0
ORD55939,2024-04-13,Diya Kulkarni,New,Male,24,South,Kerala,Kochi,Deluxe Room,Pool View,3,6570.52,0.1,17740.4,5931.51,1364.45,0,UPI,3.0
ORD90283,2023-04-07,Varun Agarwal,Premium,Male,36,South,Kerala,Thiruvananthapuram,Banquet/Event,Conference Hall,1,41533.1,0.1,37379.79,9230.66,1417.38,1,Debit Card,2.0
ORD17688,2023-11-25,Aman Nair,Premium,Female,57,North,Punjab,Ludhiana,Suite,Family Suite,2,8354.88,0.1,15038.78,4792.18,707.52,0,UPI,3.0
ORD28645,2023-12-15,Zara Patel,Regular,Male,27,North,Punjab,Amritsar,Standard Room,Twin Sharing,5,3574.57,0.2,14298.28,3938.68,539.61,2,Net Banking,4.0
ORD57596,2023-06-02,Unknown,Premium,Female,62,East,Bihar,Gaya,Banquet/Event,Conference Hall,1,112146.56,0.2,89717.25,29741.34,1340.22,0,UPI,1.0
ORD79127,2024-02-15,Dev Patel,New,Female,62,South,Kerala,Thiruvananthapuram,Villa,2BHK Villa,1,46120.41,0.0,46120.41,15304.12,1855.26,3,UPI,2.0
ORD51991,2023-06-02,Aditya Iyer,Regular,Male,33,East,Jharkhand,Jamshedpur,Standard Room,Single,4,3369.85,0.0,13479.4,2297.22,727.86,3,Debit Card,2.0
ORD19740,2024-11-01,Unknown,Premium,Male,62,South,Telangana,Hyderabad,Standard Room,Single,3,1897.74,0.05,5408.56,1589.58,1962.29,1,Credit Card,3.0
ORD73153,2024-09-19,Unknown,Regular,Female,55,West,Rajasthan,Jaipur,Standard Room,Twin Sharing,1,3734.76,0.1,3361.28,1146.28,706.77,3,Credit Card,3.0
ORD94056,2023-08-12,Nisha Agarwal,New,Female,35,West,Rajasthan,Jaipur,Deluxe Room,Garden View,2,5257.42,0.0,10514.84,1269.15,1954.05,0,UPI,2.0
ORD71763,2023-08-01,Rohan Gupta,New,Female,53,East,Bihar,Patna,Banquet/Event,Poolside Event,1,140481.84,0.2,112385.47,23132.41,1616.76,1,Credit Card,1.0
ORD94719,2023-10-02,Riya Sharma,New,Male,59,East,Jharkhand,Ranchi,Banquet/Event,Conference Hall,1,130976.16,0.0,130976.16,42601.88,580.22,3,Credit Card,4.0
ORD76997,2024-06-24,Pari Chopra,Regular,Male,48,West,Goa,Panaji,Banquet/Event,Rooftop Party,1,60447.43,0.0,60447.43,13554.22,768.04,3,Credit Card,2.0
ORD93987,2023-07-28,Aditya Malhotra,Premium,Male,21,West,Gujarat,Surat,Suite,Honeymoon Suite,1,15792.41,0.2,12633.93,379.27,721.29,0,Wallet,3.0
ORD48001,2024-08-11,Rahul Rao,New,Female,64,North,Punjab,Amritsar,Villa,2BHK Villa,2,38894.66,0.2,62231.46,18521.12,1621.84,2,Credit Card,2.0
ORD79636,2023-03-08,Rohan Singh,Regular,Male,39,East,Odisha,Cuttack,Standard Room,Double,3,2889.1,0.1,7800.57,299.09,1418.05,3,Debit Card,3.0
ORD67905,2023-12-04,Arjun Iyer,New,Female,50,South,Tamil Nadu,Chennai,Villa,Beach Villa,2,58716.95,0.05,111562.2,19001.81,1269.34,3,Wallet,3.0
ORD90279,2024-09-30,Zara Agarwal,Regular,Female,61,West,Rajasthan,Udaipur,Deluxe Room,Executive,1,6492.08,0.0,6492.08,1830.45,880.56,2,Wallet,1.0
ORD80078,2023-06-25,Yash Kulkarni,New,Female,40,West,Gujarat,Ahmedabad,Standard Room,Single,2,2139.9,0.0,4279.8,613.07,1992.94,0,Credit Card,1.0
ORD55383,2023-12-23,Reyansh Verma,New,Male,29,North,Uttar Pradesh,Lucknow,Suite,Junior Suite,2,20877.43,0.05,39667.12,-658.83,261.46,0,Credit Card,2.0
ORD47244,2024-10-08,Ananya Rao,Premium,Male,44,West,Maharashtra,Pune,Deluxe Room,Executive,4,5422.85,0.2,17353.12,4687.29,226.12,1,Wallet,5.0
ORD36331,2024-03-22,Pari Nair,Regular,Male,34,West,Gujarat,Surat,Villa,Beach Villa,2,27957.27,0.1,50323.09,4426.18,1216.04,0,Credit Card,4.0
ORD47016,2024-05-18,Simran Pillai,Premium,Female,58,West,Gujarat,Ahmedabad,Deluxe Room,City View,3,4955.41,0.15,12636.3,3706.7,1878.1,3,Credit Card,2.0
ORD60022,2024-06-29,Ayaan Joshi,Regular,Female,39,North,Uttar Pradesh,Noida,Villa,Hillside Villa,2,43133.77,0.15,73327.41,19128.13,296.76,0,Credit Card,2.0
ORD37438,2023-11-09,Aarav Chopra,Regular,Male,53,South,Telangana,Warangal,Villa,Beach Villa,1,50216.33,0.1,45194.7,13939.73,808.72,0,Wallet,1.0
ORD27661,2023-01-15,Priya Verma,Regular,Male,58,North,Delhi,New Delhi,Standard Room,Non-AC,5,2022.21,0.0,10111.05,2511.37,410.7,3,Credit Card,4.0
ORD92474,2024-11-01,Krishna Khan,New,Male,27,North,Punjab,Amritsar,Deluxe Room,Garden View,1,5109.66,0.05,4854.18,841.8,822.19,0,UPI,2.0
ORD49158,2024-05-25,Myra Agarwal,Premium,Male,65,South,Tamil Nadu,Coimbatore,Suite,Honeymoon Suite,2,15637.49,0.05,29711.23,5350.18,364.35,2,Net Banking,5.0
ORD20766,2023-05-04,Vikram Rao,Regular,Female,34,West,Goa,Panaji,Standard Room,Single,4,3164.47,0.1,11392.09,2475.45,1064.86,0,Credit Card,2.0
ORD24445,2023-09-20,Kabir Nair,Regular,Male,19,South,Telangana,Hyderabad,Deluxe Room,Business,1,3679.37,0.1,3311.43,531.79,776.13,3,UPI,3.0
ORD54520,2023-01-06,Krishna Malhotra,Regular,Female,48,South,Kerala,Thiruvananthapuram,Banquet/Event,Wedding Hall,1,96261.83,0.15,81822.56,16113.18,1079.08,3,Wallet,1.0
ORD54752,2024-08-19,Tanya Mehta,Regular,Male,22,East,Bihar,Gaya,Standard Room,Single,5,2633.33,0.05,12508.32,3880.12,551.1,3,Credit Card,2.0
ORD24712,2024-11-01,Sneha Bhatt,Regular,Female,44,East,Bihar,Gaya,Villa,2BHK Villa,2,20318.52,0.1,36573.34,5087.03,1814.63,1,Net Banking,3.0
ORD94544,2023-09-25,Ananya Sharma,New,Female,51,South,Karnataka,Mysuru,Standard Room,Single,1,3747.63,0.05,3560.25,1207.22,308.17,1,Credit Card,3.0
ORD57136,2023-09-08,Riya Gupta,Regular,Female,53,South,Karnataka,Bengaluru,Deluxe Room,Pool View,4,3815.24,0.1,13734.86,2324.68,1730.94,2,Debit Card,2.0
ORD21389,2023-09-21,Dev Gupta,Regular,Female,28,South,Kerala,Kochi,Standard Room,Twin Sharing,5,3808.63,0.1,17138.84,1946.26,996.99,1,UPI,4.0
ORD77665,2024-11-05,Vikram Mehta,Regular,Female,53,East,West Bengal,Howrah,Villa,2BHK Villa,2,32160.06,0.0,64320.12,22272.18,628.95,2,Net Banking,3.0
ORD57047,2023-05-22,Advait Rao,New,Female,49,South,Kerala,Thiruvananthapuram,Standard Room,Double,1,2208.74,0.2,1766.99,499.55,1419.8,1,Debit Card,3.0
ORD68131,2024-03-30,Saanvi Sharma,Regular,Female,32,North,Uttar Pradesh,Noida,Banquet/Event,Small Meeting Room,1,52662.18,0.1,47395.96,5647.42,282.43,0,Debit Card,3.0
ORD17684,2024-10-31,Krishna Joshi,New,Female,57,South,Tamil Nadu,Coimbatore,Standard Room,Double,2,3398.51,0.15,5777.47,532.65,1109.1,2,Net Banking,2.0
ORD64619,2024-12-13,Kiara Bhatt,Regular,Male,38,South,Kerala,Kochi,Villa,Beach Villa,1,56707.91,0.15,48201.72,11142.54,1964.89,0,Credit Card,1.0
ORD73212,2023-10-19,Kabir Sharma,Regular,Male,47,East,Odisha,Cuttack,Banquet/Event,Wedding Hall,1,38223.08,0.05,36311.93,3792.39,874.02,1,Net Banking,3.0
ORD33926,2023-11-20,Riya Das,Regular,Female,53,South,Kerala,Thiruvananthapuram,Suite,Luxury Suite,3,19870.29,0.1,53649.78,17713.05,450.01,3,Wallet,3.0
ORD66366,2024-03-09,Meera Iyer,Regular,Male,28,South,Karnataka,Bengaluru,Suite,Junior Suite,1,8557.78,0.2,6846.22,1216.32,1664.21,2,UPI,3.0
ORD79863,2024-08-22,Simran Patel,Regular,Male,27,East,Jharkhand,Jamshedpur,Standard Room,Double,5,3751.67,0.0,18758.35,1911.55,1683.39,1,Wallet,5.0
ORD97027,2024-08-12,Pooja Rao,Regular,Female,33,East,West Bengal,Howrah,Deluxe Room,Pool View,2,5738.44,0.05,10903.04,1166.47,1303.06,2,UPI,5.0
ORD86534,2024-02-29,Aditya Pillai,Regular,Female,43,North,Punjab,Ludhiana,Deluxe Room,Garden View,4,7187.22,0.0,28748.88,8218.22,815.83,0,Net Banking,3.0
ORD39726,2023-10-27,Rohan Sharma,Regular,Male,30,West,Gujarat,Surat,Suite,Junior Suite,2,21192.15,0.1,38145.87,11194.36,1260.72,3,Debit Card,5.0
ORD41989,2023-07-06,Vihaan Kulkarni,Premium,Male,27,South,Telangana,Hyderabad,Standard Room,AC,1,2053.86,0.1,1848.47,472.48,723.42,2,Debit Card,4.0
ORD44450,2023-07-16,Priya Joshi,Regular,Male,47,East,Jharkhand,Ranchi,Standard Room,Double,4,2479.46,0.2,7934.27,1819.08,825.27,0,Net Banking,4.0
ORD95099,2024-05-11,Myra Iyer,Regular,Female,54,West,Gujarat,Ahmedabad,Banquet/Event,Conference Hall,1,96869.59,0.15,82339.15,9370.63,553.36,3,Wallet,4.0
ORD19344,2024-01-23,Advait Reddy,New,Male,61,South,Tamil Nadu,Coimbatore,Standard Room,Non-AC,5,2514.55,0.2,10058.2,1742.55,1602.79,2,Net Banking,2.0
ORD89759,2024-01-31,Diya Kapoor,New,Male,25,West,Gujarat,Surat,Villa,Pool Villa,1,42482.51,0.2,33986.01,5300.3,673.27,1,Credit Card,2.0
ORD79250,2023-02-23,Diya Gupta,Regular,Female,63,East,Jharkhand,Ranchi,Suite,Honeymoon Suite,2,20227.01,0.05,38431.32,10196.86,1422.64,0,Credit Card,3.0
ORD79111,2023-11-10,Priya Iyer,Regular,Male,39,North,Delhi,New Delhi,Banquet/Event,Small Meeting Room,1,127094.33,0.15,108030.18,23499.95,1930.69,3,Debit Card,2.0
ORD47096,2024-02-10,Vikram Rao,Regular,Male,44,South,Tamil Nadu,Chennai,Suite,Honeymoon Suite,3,16082.14,0.1,43421.78,7363.24,1837.78,1,Net Banking,1.0
ORD58288,2023-02-14,Aryan Pillai,New,Male,51,South,Tamil Nadu,Coimbatore,Standard Room,Non-AC,4,3297.96,0.05,12532.25,2895.74,579.63,2,Net Banking,5.0
ORD78794,2024-02-25,Ishaan Kapoor,Premium,Female,63,East,Bihar,Gaya,Villa,Hillside Villa,2,24316.78,0.15,41338.53,8461.36,898.83,1,Wallet,2.0
ORD27640,2023-07-21,Varun Pillai,Regular,Male,62,North,Delhi,New Delhi,Villa,Beach Villa,2,39580.42,0.05,75202.8,20647.02,1618.18,3,Wallet,5.0
ORD29767,2024-06-26,Priya Kapoor,Regular,Male,42,East,West Bengal,Kolkata,Villa,1BHK Villa,2,21703.4,0.15,36895.78,6672.2,229.34,0,Wallet,3.0
ORD80358,2024-09-12,Unknown,Regular,Female,56,South,Karnataka,Mysuru,Villa,Hillside Villa,1,26294.18,0.2,21035.34,5482.9,776.21,3,Debit Card,3.0
ORD81594,2024-12-19,Pooja Joshi,Regular,Female,45,North,Uttar Pradesh,Lucknow,Villa,1BHK Villa,1,40864.28,0.2,32691.42,7481.51,412.78,1,UPI,5.0
ORD42312,2023-02-08,Ishaan Sharma,Regular,Male,52,West,Gujarat,Surat,Banquet/Event,Wedding Hall,1,61941.24,0.2,49552.99,15486.71,543.5,0,Wallet,2.0
ORD40680,2023-11-26,Advait Singh,Regular,Female,36,East,Bihar,Gaya,Deluxe Room,Business,3,5286.35,0.05,15066.1,4129.96,1672.8,3,Net Banking,3.0
ORD71889,2024-08-09,Myra Gupta,Regular,Male,33,West,Goa,Panaji,Deluxe Room,Business,2,6475.53,0.2,10360.85,3146.47,571.69,2,Wallet,5.0
ORD80211,2024-09-09,Ishaan Singh,Regular,Female,18,West,Rajasthan,Jaipur,Villa,2BHK Villa,2,27113.0,0.0,54226.0,11011.91,940.63,3,UPI,5.0
ORD36300,2024-06-26,Varun Kulkarni,Regular,Male,48,North,Uttar Pradesh,Lucknow,Standard Room,AC,3,3104.03,0.2,7449.67,1233.85,1547.78,2,UPI,2.0
ORD59273,2024-10-13,Tanya Pillai,Regular,Female,33,South,Kerala,Thiruvananthapuram,Villa,Hillside Villa,2,52901.59,0.2,84642.54,8680.0,1542.72,0,Debit Card,2.0
ORD53678,2023-04-23,Ira Malhotra,Regular,Female,27,West,Maharashtra,Mumbai,Suite,Family Suite,3,23584.13,0.1,63677.15,19993.96,851.46,0,Net Banking,1.0
ORD88846,2024-04-20,Meera Agarwal,Regular,Female,47,North,Uttar Pradesh,Lucknow,Suite,Honeymoon Suite,2,15820.56,0.05,30059.06,9068.64,249.54,0,UPI,5.0
ORD28850,2024-11-24,Unknown,Premium,Female,39,North,Haryana,Gurugram,Banquet/Event,Small Meeting Room,1,70851.11,0.1,63766.0,10230.02,756.3,3,Net Banking,4.0
ORD81024,2024-04-02,Zara Verma,Regular,Female,48,West,Rajasthan,Jaipur,Suite,Luxury Suite,1,12222.07,0.15,10388.76,3413.32,1531.6,1,Debit Card,3.0
ORD61211,2023-02-09,Tanya Patel,Regular,Male,28,West,Gujarat,Surat,Deluxe Room,City View,3,4699.48,0.1,12688.6,3741.84,1828.67,1,Wallet,5.0
ORD35308,2023-12-31,Sneha Patel,New,Female,49,East,Odisha,Bhubaneswar,Standard Room,Twin Sharing,2,3058.51,0.2,4893.62,1304.51,565.45,1,Net Banking,1.0
